Customer ID,Customer Name,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Colour,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code,Previous Purchase Count,Payment Method,Frequency of Purchases
CUST00321,Ishaan Iyer,28,Female,Sweaters,Clothing,70.47,Ahmedabad,XL,Green,Autumn,1.1,No,Standard,Yes,NEWUSER,1,UPI,Fortnightly
CUST00322,Aadhya Murthy,63,Female,Earrings,Accessories,114.55,Bhopal,Free Size,Green,Spring,2.5,No,Store Pickup,Yes,SAVE20,3,UPI,Fortnightly
CUST00323,Riya Verma,66,Female,Sunglasses,Accessories,100.98,Chennai,Free Size,Orange,Autumn,3.7,No,Next-Day,No,No Promo,1,UPI,Rarely
CUST00324,Suresh Krishnan,40,Male,Jackets,Clothing,82.79,Kochi,XL,Black,Summer,1.8,No,Store Pickup,No,No Promo,1,Credit Card,Fortnightly
CUST00325,Vikram Pillai,49,Male,Lipstick,Makeup,5.73,Madurai,Free Size,Maroon,Summer,5.0,No,Next-Day,No,No Promo,40,UPI,Quarterly
CUST00326,Swati Singh,68,Other,Lip Gloss,Makeup,11.07,Surat,Free Size,Black,Winter,3.1,No,Express,No,No Promo,36,Debit Card,Quarterly
CUST00327,Anjali Mehta,35,Female,Sarees,Clothing,30.51,Hyderabad,XL,Pink,Summer,2.2,No,Store Pickup,No,No Promo,27,Debit Card,Rarely
CUST00328,Neha Iyer,52,Female,Sweaters,Clothing,28.81,Hyderabad,XXL,Red,Autumn,4.5,No,Free Shipping,Yes,SEASON25,40,Wallet,Monthly
CUST00329,Reyansh Reddy,25,Female,Foundation,Makeup,6.05,Chandigarh,Free Size,Purple,Summer,1.9,Yes,Standard,No,No Promo,30,Debit Card,Annually
CUST00330,Karthik Rao,70,Female,Sneakers,Footwear,60.16,Hyderabad,6,Pink,Summer,1.1,No,Standard,No,No Promo,26,Debit Card,Rarely
CUST00331,Aadhya Iyer,58,Other,Foundation,Makeup,42.08,Indore,Free Size,Grey,Winter,4.6,No,Standard,No,No Promo,24,Wallet,Monthly
CUST00332,Arun Bose,41,Female,Earrings,Accessories,99.08,Mumbai,Free Size,Gold,Winter,4.3,Yes,Express,No,No Promo,25,Wallet,Weekly
CUST00333,Vihaan Gupta,51,Male,Sunscreen,Cosmetics,28.62,Lucknow,Free Size,Gold,Summer,2.7,No,Standard,No,No Promo,9,Net Banking,Rarely
CUST00334,Sanjay Nair,44,Male,Foundation,Makeup,36.15,Bhopal,Free Size,Orange,Winter,2.3,Yes,Free Shipping,No,No Promo,45,Debit Card,Quarterly
CUST00335,Ananya Nair,21,Male,Skirts,Clothing,23.56,Indore,XXL,Brown,Spring,3.1,No,Store Pickup,No,No Promo,10,Net Banking,Annually
CUST00336,Ananya Das,40,Male,Kurtis,Clothing,27.16,Hyderabad,S,Blue,Winter,2.2,No,Free Shipping,Yes,SAVE20,7,Debit Card,Fortnightly
CUST00337,Priya Sharma,16,Female,Sunglasses,Accessories,78.66,Kochi,Free Size,Silver,Summer,1.9,No,Free Shipping,No,No Promo,5,Cash on Delivery,Annually
CUST00338,Swati Singh,16,Male,Mascara,Makeup,6.96,Hyderabad,Free Size,Brown,Spring,1.6,Yes,Store Pickup,No,No Promo,19,UPI,Weekly
CUST00339,Diya Rao,19,Male,Sunscreen,Cosmetics,38.22,Chandigarh,Free Size,Gold,Autumn,4.7,Yes,Next-Day,Yes,NEWUSER,4,Net Banking,Annually
CUST00340,Krishna Nair,20,Male,Moisturizer,Cosmetics,22.44,Nagpur,Free Size,Pink,Spring,1.4,No,Store Pickup,No,No Promo,30,Wallet,Rarely
CUST00341,Sneha Joshi,54,Female,Perfume,Cosmetics,18.54,Patna,Free Size,Green,Winter,3.1,No,Free Shipping,No,No Promo,39,Debit Card,Rarely
CUST00342,Aarav Nair,34,Other,Tops,Clothing,49.87,Bengaluru,XXL,Pink,Winter,2.7,No,Store Pickup,No,No Promo,13,Credit Card,Rarely
CUST00343,Priya Iyer,28,Female,Face Wash,Cosmetics,20.82,Bhopal,Free Size,Red,Spring,3.7,No,Store Pickup,No,No Promo,1,Debit Card,Fortnightly
CUST00344,Rohit Chopra,37,Female,T-Shirts,Clothing,63.42,Kochi,S,Gold,Autumn,2.8,No,Standard,No,No Promo,19,Cash on Delivery,Rarely
CUST00345,Nisha Sharma,59,Male,Mascara,Makeup,28.1,Coimbatore,Free Size,Black,Summer,2.1,Yes,Free Shipping,No,No Promo,10,Cash on Delivery,Annually
CUST00346,Ayaan Patel,40,Male,Perfume,Cosmetics,43.75,Jaipur,Free Size,Black,Winter,4.5,No,Next-Day,Yes,FEST15,11,Credit Card,Monthly
CUST00347,Saanvi Iyer,66,Male,Handbag,Accessories,79.85,Kochi,Free Size,Pink,Autumn,4.7,No,Store Pickup,Yes,FEST15,9,Credit Card,Annually
CUST00348,Aadhya Verma,59,Other,Sunglasses,Accessories,63.04,Visakhapatnam,Free Size,Red,Autumn,4.7,No,Store Pickup,No,No Promo,21,Net Banking,Weekly
CUST00349,Pooja Sharma,22,Female,Face Wash,Cosmetics,39.78,Pune,Free Size,Pink,Summer,2.1,No,Free Shipping,No,No Promo,17,Debit Card,Fortnightly
CUST00350,Geeta Murthy,33,Male,Scarf,Accessories,22.54,Bhopal,Free Size,Grey,Autumn,1.6,No,Next-Day,No,No Promo,10,Credit Card,Monthly
CUST00351,Nisha Mehta,55,Female,Jeans,Clothing,24.76,Kochi,XXL,Blue,Spring,2.5,Yes,Free Shipping,Yes,FLAT50,37,Wallet,Rarely
CUST00352,Rahul Patel,60,Female,Body Lotion,Cosmetics,49.78,Bhopal,Free Size,Gold,Summer,1.4,No,Free Shipping,Yes,FEST15,43,Wallet,Rarely
CUST00353,Kiara Kumar,65,Female,Kurtis,Clothing,79.58,Chandigarh,M,Brown,Winter,1.7,No,Next-Day,No,No Promo,20,Net Banking,Quarterly
CUST00354,Ayaan Menon,17,Male,Watch,Accessories,73.5,Kolkata,Free Size,Brown,Summer,3.0,No,Standard,Yes,SEASON25,4,UPI,Annually
CUST00355,Lakshmi Kumar,45,Male,Compact Powder,Makeup,26.92,Kochi,Free Size,Black,Autumn,1.8,No,Free Shipping,No,No Promo,27,Cash on Delivery,Monthly
CUST00356,Diya Iyer,50,Female,Belt,Accessories,24.23,Chandigarh,Free Size,Grey,Spring,4.3,Yes,Free Shipping,Yes,WELCOME10,43,Cash on Delivery,Quarterly
CUST00357,Vihaan Iyer,36,Female,Mascara,Makeup,37.68,Patna,Free Size,Green,Summer,2.8,Yes,Store Pickup,No,No Promo,12,Debit Card,Rarely
CUST00358,Pooja Joshi,36,Male,Slippers,Footwear,109.05,Patna,5,Multicolor,Winter,4.4,No,Standard,Yes,FLAT50,3,Credit Card,Rarely
CUST00359,Rahul Nair,51,Female,Sunscreen,Cosmetics,52.48,Ahmedabad,Free Size,Orange,Autumn,3.8,No,Free Shipping,No,No Promo,42,Debit Card,Quarterly
CUST00360,Suresh Menon,24,Male,Formal Shoes,Footwear,27.12,Hyderabad,6,Red,Spring,3.6,Yes,Free Shipping,No,No Promo,8,Credit Card,Fortnightly
CUST00361,Kavya Bose,57,Female,Flip Flops,Footwear,73.08,Indore,9,Navy Blue,Winter,2.5,Yes,Free Shipping,No,No Promo,36,Net Banking,Rarely
CUST00362,Riya Joshi,31,Female,Sandals,Footwear,15.28,Mumbai,9,Silver,Autumn,1.5,No,Standard,Yes,SEASON25,33,UPI,Quarterly
CUST00363,Geeta Iyer,49,Male,Compact Powder,Makeup,23.9,Delhi,Free Size,Blue,Autumn,3.1,Yes,Free Shipping,No,No Promo,30,Cash on Delivery,Rarely
CUST00364,Sneha Patel,37,Male,Lipstick,Makeup,6.41,Chandigarh,Free Size,Beige,Spring,3.5,No,Store Pickup,Yes,FEST15,47,Cash on Delivery,Weekly
CUST00365,Krishna Krishnan,34,Female,Trousers,Clothing,78.86,Jaipur,M,Green,Autumn,2.1,Yes,Standard,No,No Promo,37,Wallet,Fortnightly
CUST00366,Diya Singh,58,Female,Compact Powder,Makeup,24.4,Visakhapatnam,Free Size,Grey,Spring,4.9,No,Express,No,No Promo,48,Net Banking,Quarterly
CUST00367,Ananya Gupta,31,Female,Slippers,Footwear,17.32,Jaipur,5,Blue,Summer,2.9,No,Free Shipping,No,No Promo,48,Cash on Delivery,Fortnightly
CUST00368,Suresh Chopra,40,Female,Face Cream,Cosmetics,12.13,Nagpur,Free Size,Maroon,Winter,2.5,No,Store Pickup,No,No Promo,2,Credit Card,Annually
CUST00369,Divya Bose,56,Male,Moisturizer,Cosmetics,22.76,Jaipur,Free Size,Beige,Winter,2.8,No,Express,No,No Promo,37,Debit Card,Annually
CUST00370,Diya Das,37,Female,Dresses,Clothing,65.46,Delhi,XS,Navy Blue,Spring,3.1,No,Next-Day,Yes,FEST15,16,Debit Card,Weekly
CUST00371,Vihaan Bose,17,Female,Mascara,Makeup,43.02,Bengaluru,Free Size,Black,Summer,2.5,No,Store Pickup,No,No Promo,11,Credit Card,Rarely
CUST00372,Kavya Iyer,27,Male,Sunglasses,Accessories,139.02,Jaipur,Free Size,Grey,Autumn,1.6,Yes,Standard,Yes,FEST15,3,UPI,Monthly
CUST00373,Vikram Gupta,27,Female,Heels,Footwear,29.49,Kochi,5,Green,Winter,1.9,No,Free Shipping,No,No Promo,6,Credit Card,Weekly
CUST00374,Priya Mehta,20,Female,Tops,Clothing,82.24,Hyderabad,XXL,Red,Spring,3.7,Yes,Next-Day,No,No Promo,36,Credit Card,Annually
CUST00375,Vikram Chopra,61,Female,Flip Flops,Footwear,51.58,Delhi,9,Purple,Spring,2.5,No,Free Shipping,Yes,FLAT50,22,UPI,Rarely
CUST00376,Sai Menon,35,Male,Body Lotion,Cosmetics,8.51,Indore,Free Size,Pink,Summer,3.2,No,Express,Yes,NEWUSER,6,Wallet,Rarely
CUST00377,Meera Gupta,38,Female,Sarees,Clothing,17.68,Chennai,XXL,Purple,Winter,2.6,No,Next-Day,No,No Promo,28,Credit Card,Weekly
CUST00378,Aditya Pillai,37,Male,Sweaters,Clothing,30.88,Visakhapatnam,L,Green,Summer,4.7,Yes,Express,No,No Promo,1,Net Banking,Annually
CUST00379,Krishna Sharma,18,Male,Foundation,Makeup,30.31,Lucknow,Free Size,Gold,Summer,4.3,Yes,Standard,Yes,FLAT50,39,Debit Card,Weekly
CUST00380,Anjali Pillai,67,Male,Perfume,Cosmetics,10.76,Patna,Free Size,Grey,Summer,4.1,No,Next-Day,Yes,FEST15,9,Net Banking,Fortnightly
CUST00381,Ananya Mehta,60,Male,Compact Powder,Makeup,42.03,Mumbai,Free Size,White,Winter,4.1,Yes,Free Shipping,Yes,WELCOME10,11,Credit Card,Rarely
CUST00382,Sneha Joshi,57,Female,Watch,Accessories,106.31,Pune,Free Size,Beige,Winter,2.6,No,Store Pickup,No,No Promo,38,Debit Card,Rarely
CUST00383,Sai Patel,47,Female,Slippers,Footwear,53.04,Bhopal,6,Pink,Spring,4.9,No,Store Pickup,Yes,No Promo,34,Cash on Delivery,Fortnightly
CUST00384,Aadhya Singh,45,Female,Jeans,Clothing,29.53,Hyderabad,XXL,Silver,Winter,1.7,No,Standard,Yes,FEST15,18,Debit Card,Quarterly
CUST00385,Kavya Verma,32,Male,Jackets,Clothing,70.53,Bhopal,S,Yellow,Spring,2.9,Yes,Express,No,No Promo,37,Cash on Delivery,Monthly
CUST00386,Neha Kumar,42,Male,Sweaters,Clothing,39.46,Bengaluru,S,Navy Blue,Summer,2.5,Yes,Free Shipping,No,No Promo,3,Net Banking,Fortnightly
CUST00387,Kavya Rao,29,Female,Sneakers,Footwear,48.6,Indore,10,Pink,Autumn,4.9,Yes,Express,Yes,FLAT50,3,UPI,Fortnightly
CUST00388,Kavya Joshi,23,Female,Lipstick,Makeup,35.41,Ahmedabad,Free Size,Yellow,Summer,3.3,No,Express,Yes,No Promo,33,Net Banking,Fortnightly
CUST00389,Kavya Singh,53,Female,Dresses,Clothing,69.75,Ahmedabad,S,Grey,Winter,3.3,No,Store Pickup,No,No Promo,36,Credit Card,Quarterly
CUST00390,Rohit Krishnan,18,Male,T-Shirts,Clothing,46.93,Surat,L,White,Winter,3.0,Yes,Standard,No,No Promo,26,Debit Card,Fortnightly
CUST00391,Sai Sharma,38,Male,Watch,Accessories,103.0,Kolkata,Free Size,Red,Winter,2.9,Yes,Free Shipping,Yes,No Promo,23,Wallet,Quarterly
CUST00392,Arjun Pillai,61,Female,Body Lotion,Cosmetics,33.73,Lucknow,Free Size,Beige,Summer,4.2,Yes,Next-Day,No,No Promo,3,Cash on Delivery,Rarely
CUST00393,Ayaan Pillai,39,Female,Sandals,Footwear,57.6,Mumbai,7,Brown,Summer,3.6,No,Store Pickup,No,No Promo,13,Debit Card,Monthly
CUST00394,Rohit Naidu,31,Female,Mascara,Makeup,35.13,Ahmedabad,Free Size,Brown,Autumn,3.0,No,Standard,Yes,FEST15,28,Net Banking,Annually
CUST00395,Rohit Murthy,49,Female,Sunscreen,Cosmetics,29.31,Madurai,Free Size,Pink,Winter,1.3,No,Express,Yes,WELCOME10,6,Debit Card,Monthly
CUST00396,Vikram Reddy,23,Female,Mascara,Makeup,25.83,Chennai,Free Size,Navy Blue,Summer,2.9,No,Standard,Yes,WELCOME10,1,Debit Card,Annually
CUST00397,Ravi Das,57,Male,Perfume,Cosmetics,31.22,Visakhapatnam,Free Size,Gold,Autumn,3.3,No,Next-Day,Yes,FEST15,14,Net Banking,Monthly
CUST00398,Vihaan Reddy,34,Female,Slippers,Footwear,39.87,Kolkata,9,Yellow,Autumn,1.7,Yes,Express,Yes,WELCOME10,2,UPI,Annually
CUST00399,Karthik Rao,24,Female,Mascara,Makeup,27.5,Mumbai,Free Size,Brown,Summer,2.5,No,Express,No,No Promo,7,Credit Card,Quarterly
CUST00400,Kavya Das,47,Female,Kurtis,Clothing,15.32,Bhopal,XL,Grey,Autumn,2.9,Yes,Store Pickup,No,No Promo,36,Wallet,Quarterly
CUST00401,Rohit Verma,37,Female,Sarees,Clothing,65.85,Bengaluru,M,Red,Winter,3.5,Yes,Next-Day,Yes,WELCOME10,38,Wallet,Fortnightly
CUST00402,Riya Gupta,53,Female,Tops,Clothing,21.27,Indore,XXL,Black,Winter,1.8,No,Store Pickup,No,No Promo,3,Wallet,Monthly
CUST00403,Divya Menon,41,Male,Sneakers,Footwear,48.54,Lucknow,7,Brown,Autumn,4.9,No,Standard,Yes,NEWUSER,47,Net Banking,Quarterly
CUST00404,Divya Joshi,34,Male,Sarees,Clothing,77.66,Chandigarh,XS,Green,Summer,2.2,No,Store Pickup,No,No Promo,4,Cash on Delivery,Quarterly
CUST00405,Riya Joshi,21,Male,Foundation,Makeup,27.23,Patna,Free Size,Pink,Summer,4.3,Yes,Free Shipping,Yes,No Promo,19,Cash on Delivery,Monthly
CUST00406,Kavya Kumar,47,Female,Tops,Clothing,74.34,Hyderabad,M,Maroon,Winter,1.5,No,Next-Day,No,No Promo,31,Wallet,Rarely
CUST00407,Riya Chopra,31,Male,Trousers,Clothing,59.92,Madurai,XL,Silver,Winter,4.5,No,Free Shipping,No,No Promo,7,UPI,Annually
CUST00408,Priya Rao,62,Female,Jeans,Clothing,25.96,Indore,XXL,Green,Autumn,1.7,Yes,Free Shipping,No,No Promo,22,Credit Card,Monthly
CUST00409,Arjun Krishnan,34,Female,Eyeliner,Makeup,35.66,Kolkata,Free Size,Yellow,Autumn,4.5,No,Next-Day,Yes,SEASON25,44,UPI,Weekly
CUST00410,Ishaan Sharma,50,Female,Sarees,Clothing,53.86,Madurai,L,Navy Blue,Autumn,4.7,Yes,Express,Yes,SAVE20,12,Cash on Delivery,Annually
CUST00411,Deepak Murthy,60,Female,Sweaters,Clothing,46.3,Delhi,XS,Green,Spring,2.9,No,Next-Day,Yes,NEWUSER,38,Cash on Delivery,Monthly
CUST00412,Vivaan Nair,27,Female,Lip Gloss,Makeup,10.15,Hyderabad,Free Size,Maroon,Summer,1.8,No,Free Shipping,No,No Promo,50,Credit Card,Weekly
CUST00413,Divya Verma,17,Female,Eyeliner,Makeup,9.31,Visakhapatnam,Free Size,Silver,Spring,4.6,Yes,Next-Day,No,No Promo,48,Credit Card,Weekly
CUST00414,Saanvi Rao,54,Male,Slippers,Footwear,14.87,Hyderabad,10,Beige,Autumn,2.4,No,Store Pickup,Yes,FLAT50,4,Credit Card,Annually
CUST00415,Aadhya Gupta,64,Male,Sunscreen,Cosmetics,13.62,Bhopal,Free Size,White,Summer,4.7,No,Free Shipping,Yes,FLAT50,11,Net Banking,Rarely
CUST00416,Rahul Pillai,22,Male,Flip Flops,Footwear,33.0,Ahmedabad,8,White,Autumn,1.5,Yes,Express,No,No Promo,23,Wallet,Monthly
CUST00417,Sai Das,51,Female,Belt,Accessories,24.43,Lucknow,Free Size,Maroon,Winter,1.9,No,Free Shipping,Yes,WELCOME10,30,Wallet,Monthly
CUST00418,Vikram Nair,27,Male,Heels,Footwear,54.93,Delhi,5,Green,Winter,2.6,No,Standard,No,No Promo,10,Credit Card,Monthly
CUST00419,Sunita Pillai,28,Male,Sweaters,Clothing,32.47,Nagpur,XXL,Silver,Autumn,4.1,No,Store Pickup,Yes,No Promo,41,Net Banking,Monthly
CUST00420,Ramesh Chopra,46,Female,Scarf,Accessories,47.6,Indore,Free Size,White,Autumn,3.0,Yes,Express,Yes,SEASON25,3,Credit Card,Quarterly
CUST00421,Diya Pillai,59,Male,Perfume,Cosmetics,12.55,Chandigarh,Free Size,Black,Winter,4.2,Yes,Free Shipping,No,No Promo,16,Cash on Delivery,Monthly
CUST00422,Nisha Sharma,67,Female,T-Shirts,Clothing,89.3,Bengaluru,L,Gold,Autumn,4.4,No,Standard,Yes,FLAT50,42,UPI,Rarely
CUST00423,Krishna Patel,26,Female,Sneakers,Footwear,59.77,Bengaluru,9,Silver,Winter,2.9,No,Store Pickup,Yes,FEST15,31,Cash on Delivery,Quarterly
CUST00424,Sneha Das,55,Female,Jeans,Clothing,17.11,Mumbai,S,Brown,Autumn,4.2,No,Next-Day,Yes,NEWUSER,22,UPI,Quarterly
CUST00425,Myra Kumar,38,Male,Compact Powder,Makeup,30.92,Patna,Free Size,Black,Autumn,1.5,Yes,Store Pickup,Yes,NEWUSER,42,Net Banking,Annually
CUST00426,Riya Sharma,48,Female,Watch,Accessories,91.49,Coimbatore,Free Size,Orange,Autumn,3.3,No,Standard,No,No Promo,13,UPI,Quarterly
CUST00427,Anjali Rao,48,Female,Face Wash,Cosmetics,24.35,Nagpur,Free Size,Silver,Spring,4.4,No,Next-Day,Yes,FEST15,36,Net Banking,Fortnightly
CUST00428,Sai Naidu,55,Female,Jackets,Clothing,59.39,Jaipur,XS,Multicolor,Winter,2.7,No,Standard,No,No Promo,19,Cash on Delivery,Monthly
CUST00429,Neha Gupta,43,Female,Formal Shoes,Footwear,51.43,Chandigarh,9,Gold,Summer,4.5,No,Store Pickup,No,No Promo,36,Net Banking,Fortnightly
CUST00430,Kavya Singh,58,Female,Flip Flops,Footwear,103.59,Mumbai,9,Pink,Autumn,2.8,Yes,Next-Day,No,No Promo,26,UPI,Weekly
CUST00431,Lakshmi Singh,56,Male,Sunscreen,Cosmetics,40.18,Jaipur,Free Size,Orange,Summer,1.5,Yes,Express,No,No Promo,19,Net Banking,Quarterly
CUST00432,Divya Verma,51,Other,Eyeliner,Makeup,11.37,Hyderabad,Free Size,Beige,Autumn,3.6,Yes,Standard,No,No Promo,31,Credit Card,Weekly
CUST00433,Pooja Iyer,21,Male,Formal Shoes,Footwear,99.88,Delhi,8,Green,Summer,1.4,No,Standard,No,No Promo,37,Cash on Delivery,Monthly
CUST00434,Myra Bose,47,Female,Sweaters,Clothing,72.99,Coimbatore,M,Orange,Summer,4.7,Yes,Standard,Yes,FEST15,28,Net Banking,Monthly
CUST00435,Nisha Menon,53,Male,Sweaters,Clothing,38.74,Nagpur,L,Purple,Autumn,4.5,No,Next-Day,No,No Promo,23,UPI,Weekly
CUST00436,Sunita Verma,57,Female,Jeans,Clothing,66.8,Ahmedabad,M,Orange,Autumn,3.6,No,Standard,No,No Promo,15,Net Banking,Quarterly
CUST00437,Ramesh Singh,16,Female,Face Wash,Cosmetics,9.05,Ahmedabad,Free Size,Pink,Summer,4.7,No,Free Shipping,No,No Promo,17,Credit Card,Quarterly
CUST00438,Anjali Joshi,46,Female,Jackets,Clothing,76.83,Jaipur,XL,Black,Autumn,2.7,No,Store Pickup,No,No Promo,29,Wallet,Weekly
CUST00439,Diya Mehta,64,Male,Sarees,Clothing,15.23,Pune,XXL,Maroon,Autumn,3.3,Yes,Express,No,No Promo,49,Wallet,Fortnightly
CUST00440,Lakshmi Das,70,Female,Handbag,Accessories,75.93,Hyderabad,Free Size,Yellow,Autumn,4.2,Yes,Free Shipping,Yes,NEWUSER,24,Cash on Delivery,Fortnightly
CUST00441,Swati Bose,17,Female,Lip Gloss,Makeup,41.27,Indore,Free Size,Beige,Summer,1.2,No,Store Pickup,Yes,WELCOME10,23,Debit Card,Annually
CUST00442,Deepak Joshi,23,Male,Sunglasses,Accessories,125.47,Kochi,Free Size,Purple,Summer,1.8,No,Next-Day,Yes,NEWUSER,24,Debit Card,Quarterly
CUST00443,Aadhya Patel,70,Male,Eyeliner,Makeup,21.73,Nagpur,Free Size,Red,Autumn,4.9,Yes,Free Shipping,No,No Promo,23,Cash on Delivery,Rarely
CUST00444,Aarav Chopra,57,Female,Sarees,Clothing,80.36,Surat,XXL,Pink,Winter,3.8,No,Next-Day,Yes,FLAT50,3,Credit Card,Monthly
CUST00445,Rahul Bose,31,Female,T-Shirts,Clothing,15.4,Visakhapatnam,XL,Orange,Autumn,4.9,No,Express,No,No Promo,35,Credit Card,Annually
CUST00446,Sanjay Chopra,27,Male,Body Lotion,Cosmetics,53.16,Hyderabad,Free Size,Grey,Winter,1.6,Yes,Standard,No,No Promo,31,UPI,Rarely
CUST00447,Sneha Singh,39,Female,Face Cream,Cosmetics,32.95,Nagpur,Free Size,Grey,Winter,4.1,Yes,Free Shipping,Yes,SAVE20,3,Debit Card,Fortnightly
CUST00448,Ananya Mehta,18,Female,Flip Flops,Footwear,23.37,Kochi,5,Gold,Autumn,5.0,No,Free Shipping,No,No Promo,46,Debit Card,Weekly
CUST00449,Sneha Rao,38,Male,Lipstick,Makeup,35.0,Jaipur,Free Size,Red,Summer,2.7,Yes,Free Shipping,No,No Promo,21,Credit Card,Monthly
CUST00450,Ayaan Pillai,59,Other,Sandals,Footwear,69.85,Bengaluru,7,Green,Spring,1.3,No,Free Shipping,No,No Promo,17,Cash on Delivery,Rarely
CUST00451,Aditya Bose,16,Male,Handbag,Accessories,54.14,Patna,Free Size,Pink,Spring,4.2,Yes,Standard,No,No Promo,35,Cash on Delivery,Quarterly
CUST00452,Diya Kumar,21,Male,Heels,Footwear,20.74,Pune,6,Orange,Winter,2.1,No,Express,Yes,NEWUSER,27,Wallet,Monthly
CUST00453,Rahul Nair,59,Female,Sandals,Footwear,62.24,Kochi,8,Orange,Winter,2.1,No,Standard,No,No Promo,23,Cash on Delivery,Fortnightly
CUST00454,Sai Verma,43,Female,Scarf,Accessories,56.53,Indore,Free Size,Green,Winter,3.1,No,Standard,Yes,NEWUSER,5,Net Banking,Monthly
CUST00455,Pooja Kumar,25,Other,Earrings,Accessories,68.74,Patna,Free Size,Black,Spring,3.1,No,Free Shipping,Yes,SEASON25,46,Cash on Delivery,Monthly
CUST00456,Sai Krishnan,38,Male,Tops,Clothing,23.55,Indore,S,Yellow,Winter,1.2,No,Next-Day,Yes,SEASON25,29,Wallet,Quarterly
CUST00457,Anjali Rao,55,Female,Mascara,Makeup,12.4,Chandigarh,Free Size,White,Winter,3.1,Yes,Standard,Yes,SEASON25,30,Net Banking,Rarely
CUST00458,Sunita Chopra,41,Female,Face Wash,Cosmetics,38.64,Chandigarh,Free Size,Orange,Autumn,1.4,Yes,Express,Yes,WELCOME10,44,Debit Card,Weekly
CUST00459,Ishaan Kumar,29,Female,Flip Flops,Footwear,94.52,Bhopal,6,Black,Autumn,4.1,Yes,Free Shipping,Yes,SAVE20,9,Wallet,Rarely
CUST00460,Rohit Sharma,44,Female,Handbag,Accessories,91.1,Pune,Free Size,Orange,Spring,2.3,Yes,Free Shipping,No,No Promo,31,Wallet,Annually
CUST00461,Sneha Verma,54,Female,Belt,Accessories,64.75,Visakhapatnam,Free Size,Purple,Spring,3.1,No,Next-Day,No,No Promo,17,Wallet,Quarterly
CUST00462,Geeta Menon,46,Male,Handbag,Accessories,107.05,Chennai,Free Size,Maroon,Summer,2.9,No,Store Pickup,Yes,SEASON25,21,Cash on Delivery,Rarely
CUST00463,Sneha Pillai,58,Female,Formal Shoes,Footwear,93.64,Madurai,8,Yellow,Summer,2.1,No,Free Shipping,Yes,SAVE20,10,Cash on Delivery,Quarterly
CUST00464,Vikram Patel,22,Female,Compact Powder,Makeup,13.38,Mumbai,Free Size,Brown,Autumn,2.4,Yes,Store Pickup,Yes,WELCOME10,21,Net Banking,Weekly
CUST00465,Swati Kumar,55,Male,Belt,Accessories,44.61,Coimbatore,Free Size,Blue,Autumn,4.6,No,Store Pickup,No,No Promo,6,Wallet,Weekly
CUST00466,Ayaan Nair,44,Female,Jackets,Clothing,76.77,Mumbai,XL,White,Summer,3.5,No,Next-Day,Yes,FEST15,45,Net Banking,Annually
CUST00467,Reyansh Reddy,47,Female,Sandals,Footwear,44.79,Hyderabad,5,Pink,Winter,4.9,No,Standard,Yes,No Promo,30,UPI,Monthly
CUST00468,Riya Menon,48,Male,Formal Shoes,Footwear,47.34,Ahmedabad,6,Multicolor,Winter,4.1,Yes,Free Shipping,No,No Promo,26,Net Banking,Annually
CUST00469,Vivaan Mehta,66,Female,Kurtis,Clothing,72.76,Visakhapatnam,XS,Black,Autumn,2.3,No,Express,No,No Promo,25,Credit Card,Rarely
CUST00470,Arun Verma,57,Male,Earrings,Accessories,146.12,Nagpur,Free Size,Maroon,Autumn,4.6,Yes,Next-Day,No,No Promo,39,Debit Card,Rarely
CUST00471,Aadhya Murthy,41,Female,Handbag,Accessories,107.04,Surat,Free Size,Maroon,Spring,1.1,No,Express,No,No Promo,34,UPI,Fortnightly
CUST00472,Pooja Krishnan,21,Female,Body Lotion,Cosmetics,46.39,Kolkata,Free Size,Red,Autumn,2.0,No,Free Shipping,No,No Promo,7,Wallet,Weekly
CUST00473,Sanjay Menon,69,Male,Sweaters,Clothing,18.58,Bengaluru,L,Maroon,Spring,2.8,No,Store Pickup,No,No Promo,40,Wallet,Annually
CUST00474,Rahul Patel,70,Female,Sunscreen,Cosmetics,41.35,Patna,Free Size,Orange,Summer,1.4,No,Express,No,No Promo,23,Net Banking,Weekly
CUST00475,Lakshmi Iyer,25,Female,Skirts,Clothing,19.66,Hyderabad,L,Pink,Winter,1.3,No,Free Shipping,No,No Promo,33,Net Banking,Monthly
CUST00476,Divya Mehta,53,Female,Belt,Accessories,111.9,Nagpur,Free Size,Green,Summer,2.9,No,Store Pickup,No,No Promo,7,Wallet,Fortnightly
CUST00477,Ananya Murthy,45,Female,Sandals,Footwear,102.33,Bengaluru,9,Navy Blue,Spring,1.5,No,Standard,No,No Promo,7,UPI,Monthly
CUST00478,Vikram Sharma,39,Male,Kurtis,Clothing,25.66,Patna,L,Blue,Autumn,4.6,Yes,Free Shipping,Yes,FLAT50,22,Credit Card,Weekly
CUST00479,Pooja Naidu,42,Female,Handbag,Accessories,135.84,Surat,Free Size,Green,Summer,3.0,No,Free Shipping,No,No Promo,9,Wallet,Monthly
CUST00480,Geeta Joshi,21,Female,Sneakers,Footwear,34.82,Surat,7,Blue,Winter,3.9,No,Express,No,No Promo,36,Wallet,Rarely
